faculty,programme,programme_slug,um_title,onet_code,onet_title,mapping_method,gemini_confidence
ACADEMY OF MALAY STUDIES,BACHELOR OF PROFESSIONAL MALAY LANGUAGE,bachelor-of-proffesional-malay-language,Subtitler,27-3091.00,Interpreters and Translators,gemini,0.9
ACADEMY OF MALAY STUDIES,BACHELOR OF PROFESSIONAL MALAY LANGUAGE,bachelor-of-proffesional-malay-language,Public Relations Officer,27-3031.00,Public Relations Specialists,gemini,0.95
ACADEMY OF MALAY STUDIES,BACHELOR OF PROFESSIONAL MALAY LANGUAGE,bachelor-of-proffesional-malay-language,Corporate Communications Executive,27-3031.00,Public Relations Specialists,gemini,0.9
ACADEMY OF MALAY STUDIES,BACHELOR OF PROFESSIONAL MALAY LANGUAGE,bachelor-of-proffesional-malay-language,Speechwriter,27-3043.00,Writers and Authors,gemini,0.95
ACADEMY OF MALAY STUDIES,BACHELOR OF PROFESSIONAL MALAY LANGUAGE,bachelor-of-proffesional-malay-language,Language Trainer,25-3021.00,Self-Enrichment Teachers,gemini,0.8
ACADEMY OF MALAY STUDIES,BACHELOR OF PROFESSIONAL MALAY LANGUAGE,bachelor-of-proffesional-malay-language,Malay Language Teacher,25-3099.00,"Teachers and Instructors, All Other",gemini,0.75
ACADEMY OF MALAY STUDIES,BACHELOR OF PROFESSIONAL MALAY LANGUAGE,bachelor-of-proffesional-malay-language,Media Analyst,13-1161.00,Market Research Analysts and Marketing Specialists,gemini,0.75
ACADEMY OF MALAY STUDIES,BACHELOR OF PROFESSIONAL MALAY LANGUAGE,bachelor-of-proffesional-malay-language,Broadcast Journalist,27-3023.00,"News Analysts, Reporters, and Journalists",gemini,0.95
ACADEMY OF MALAY STUDIES,BACHELOR OF PROFESSIONAL MALAY LANGUAGE,bachelor-of-proffesional-malay-language,Technical Writer,27-3042.00,Technical Writers,curated,
ACADEMY OF MALAY STUDIES,BACHELOR OF PROFESSIONAL MALAY LANGUAGE,bachelor-of-proffesional-malay-language,Cultural Officer,19-3099.00,"Social Scientists and Related Workers, All Other",gemini,0.75
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LINGUISTICS,bachelor-of-malay-linguistic,Linguist,27-3091.00,Interpreters and Translators,curated,
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LINGUISTICS,bachelor-of-malay-linguistic,Language Researcher,19-3099.00,"Social Scientists and Related Workers, All Other",gemini,0.85
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LINGUISTICS,bachelor-of-malay-linguistic,Translator,27-3091.00,Interpreters and Translators,curated,
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LINGUISTICS,bachelor-of-malay-linguistic,Interpreter,27-3091.00,Interpreters and Translators,curated,
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LINGUISTICS,bachelor-of-malay-linguistic,Editor,27-3041.00,Editors,gemini,0.95
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LINGUISTICS,bachelor-of-malay-linguistic,Lexicographer,27-3043.00,Writers and Authors,gemini,0.85
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LINGUISTICS,bachelor-of-malay-linguistic,Proofreader,43-9081.00,Proofreaders and Copy Markers,curated,
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LINGUISTICS,bachelor-of-malay-linguistic,Language Planner,,,unmapped,0.7
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LINGUISTICS,bachelor-of-malay-linguistic,Copywriter,27-3043.00,Writers and Authors,curated,
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LINGUISTICS,bachelor-of-malay-linguistic,Scriptwriter,27-3043.05,"Poets, Lyricists and Creative Writers",gemini,0.95
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LINGUISTICS,bachelor-of-malay-linguistic,Speech Analyst,15-2051.00,Data Scientists,gemini,0.65
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LINGUISTICS,bachelor-of-malay-linguistic,Content Developer,27-3043.00,Writers and Authors,gemini,0.8
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LINGUISTICS,bachelor-of-malay-linguistic,Language Teacher,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",gemini,0.85
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LINGUISTICS,bachelor-of-malay-linguistic,Communication Officer,27-3031.00,Public Relations Specialists,gemini,0.95
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LINGUISTICS,bachelor-of-malay-linguistic,Academic Researcher,25-1199.00,"Postsecondary Teachers, All Other",gemini,0.75
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LINGUISTICS,bachelor-of-malay-linguistic,Lecturer,25-1199.00,"Postsecondary Teachers, All Other",gemini,0.9
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LINGUISTICS,bachelor-of-malay-linguistic,Curriculum Developer,25-9031.00,Instructional Coordinators,gemini,0.95
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LINGUISTICS,bachelor-of-malay-linguistic,Language Consultant,,,unmapped,0.7
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LINGUISTICS,bachelor-of-malay-linguistic,Media Analyst,13-1161.00,Market Research Analysts and Marketing Specialists,gemini,0.75
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LINGUISTICS,bachelor-of-malay-linguistic,Public Relations Officer,27-3031.00,Public Relations Specialists,gemini,0.95
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LINGUISTICS,bachelor-of-malay-linguistic,Text Analyst,15-2051.00,Data Scientists,gemini,0.75
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LINGUISTICS,bachelor-of-malay-linguistic,Subtitling Specialist,27-3091.00,Interpreters and Translators,gemini,0.9
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LINGUISTICS,bachelor-of-malay-linguistic,Technical Writer,27-3042.00,Technical Writers,curated,
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LITERATURE,bachelor-of-malay-literature,Writer,27-3043.00,Writers and Authors,curated,
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LITERATURE,bachelor-of-malay-literature,Novelist,27-3043.05,"Poets, Lyricists and Creative Writers",curated,
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LITERATURE,bachelor-of-malay-literature,Poet,27-3043.05,"Poets, Lyricists and Creative Writers",curated,
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LITERATURE,bachelor-of-malay-literature,Editor,27-3041.00,Editors,gemini,0.95
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LITERATURE,bachelor-of-malay-literature,Scriptwriter,27-3043.05,"Poets, Lyricists and Creative Writers",gemini,0.95
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LITERATURE,bachelor-of-malay-literature,Copywriter,27-3043.00,Writers and Authors,curated,
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LITERATURE,bachelor-of-malay-literature,Content Creator,27-3099.00,"Media and Communication Workers, All Other",gemini,0.85
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LITERATURE,bachelor-of-malay-literature,Literature Researcher,,,unmapped,0.5
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LITERATURE,bachelor-of-malay-literature,Lecturer,25-1199.00,"Postsecondary Teachers, All Other",gemini,0.9
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LITERATURE,bachelor-of-malay-literature,Language Teacher,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",gemini,0.85
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LITERATURE,bachelor-of-malay-literature,Cultural Officer,19-3099.00,"Social Scientists and Related Workers, All Other",gemini,0.75
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LITERATURE,bachelor-of-malay-literature,Museum Curator,25-4012.00,Curators,curated,
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LITERATURE,bachelor-of-malay-literature,Publisher,43-9031.00,Desktop Publishers,curated,
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LITERATURE,bachelor-of-malay-literature,Journalist,27-3023.00,"News Analysts, Reporters, and Journalists",curated,
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LITERATURE,bachelor-of-malay-literature,Literary Critic,27-3043.00,Writers and Authors,gemini,0.85
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LITERATURE,bachelor-of-malay-literature,Book Reviewer,27-3043.00,Writers and Authors,gemini,0.85
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LITERATURE,bachelor-of-malay-literature,Public Relations Officer,27-3031.00,Public Relations Specialists,gemini,0.95
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LITERATURE,bachelor-of-malay-literature,Communication Executive,27-3031.00,Public Relations Specialists,gemini,0.9
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LITERATURE,bachelor-of-malay-literature,Academic Writer,27-3043.00,Writers and Authors,gemini,0.9
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LITERATURE,bachelor-of-malay-literature,Translator,27-3091.00,Interpreters and Translators,curated,
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LITERATURE,bachelor-of-malay-literature,Heritage Officer,25-4012.00,Curators,gemini,0.8
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LITERATURE,bachelor-of-malay-literature,Creative Director,27-1011.00,Art Directors,gemini,0.95
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY LITERATURE,bachelor-of-malay-literature,Media Producer,27-2012.00,Producers and Directors,gemini,0.95
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY STUDIES,bachelor-of-malay-studies,Language Researcher,19-3099.00,"Social Scientists and Related Workers, All Other",gemini,0.85
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY STUDIES,bachelor-of-malay-studies,Cultural Officer,19-3099.00,"Social Scientists and Related Workers, All Other",gemini,0.75
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY STUDIES,bachelor-of-malay-studies,Museum Curator,25-4012.00,Curators,curated,
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY STUDIES,bachelor-of-malay-studies,Archivist,25-4011.00,Archivists,curated,
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY STUDIES,bachelor-of-malay-studies,Historian,19-3093.00,Historians,curated,
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY STUDIES,bachelor-of-malay-studies,Lecturer,25-1199.00,"Postsecondary Teachers, All Other",gemini,0.9
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY STUDIES,bachelor-of-malay-studies,Translator,27-3091.00,Interpreters and Translators,curated,
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY STUDIES,bachelor-of-malay-studies,Editor,27-3041.00,Editors,gemini,0.95
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY STUDIES,bachelor-of-malay-studies,Content Writer,27-3043.00,Writers and Authors,gemini,0.95
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY STUDIES,bachelor-of-malay-studies,Scriptwriter,27-3043.05,"Poets, Lyricists and Creative Writers",gemini,0.95
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY STUDIES,bachelor-of-malay-studies,Copywriter,27-3043.00,Writers and Authors,curated,
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY STUDIES,bachelor-of-malay-studies,Policy Analyst,19-3094.00,Political Scientists,gemini,0.85
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY STUDIES,bachelor-of-malay-studies,Public Relations Officer,27-3031.00,Public Relations Specialists,gemini,0.95
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY STUDIES,bachelor-of-malay-studies,Diplomatic Officer,,,unmapped,0.85
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY STUDIES,bachelor-of-malay-studies,Journalist,27-3023.00,"News Analysts, Reporters, and Journalists",curated,
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY STUDIES,bachelor-of-malay-studies,Media Executive,27-3099.00,"Media and Communication Workers, All Other",gemini,0.7
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY STUDIES,bachelor-of-malay-studies,Heritage Conservation Officer,25-4013.00,Museum Technicians and Conservators,gemini,0.8
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY STUDIES,bachelor-of-malay-studies,Education Officer,25-9031.00,Instructional Coordinators,gemini,0.85
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY STUDIES,bachelor-of-malay-studies,Tourism Officer,13-1199.00,"Business Operations Specialists, All Other",gemini,0.7
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY STUDIES,bachelor-of-malay-studies,Academic Writer,27-3043.00,Writers and Authors,gemini,0.9
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY STUDIES,bachelor-of-malay-studies,Lexicographer,27-3043.00,Writers and Authors,gemini,0.85
ACADEMY OF MALAY STUDIES,BACHELOR OF MALAY STUDIES,bachelor-of-malay-studies,Community Engagement Officer,21-1099.00,"Community and Social Service Specialists, All Other",gemini,0.85
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF ARTS ANTHROPOLOGY AND SOCIOLOGY,bachelor-of-arts-anthropology-and-sociology,Academic Researcher/Professor,25-1199.00,"Postsecondary Teachers, All Other",gemini,0.95
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF ARTS ANTHROPOLOGY AND SOCIOLOGY,bachelor-of-arts-anthropology-and-sociology,Arts and Cultural Administrator,11-9072.00,"Entertainment and Recreation Managers, Except Gambling",gemini,0.85
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF ARTS ANTHROPOLOGY AND SOCIOLOGY,bachelor-of-arts-anthropology-and-sociology,Community Development Specialist,21-1099.00,"Community and Social Service Specialists, All Other",gemini,0.85
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF ARTS ANTHROPOLOGY AND SOCIOLOGY,bachelor-of-arts-anthropology-and-sociology,Content Creator/Writer,27-3043.00,Writers and Authors,curated,
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF ARTS ANTHROPOLOGY AND SOCIOLOGY,bachelor-of-arts-anthropology-and-sociology,Cultural Arts Manager,11-9072.00,"Entertainment and Recreation Managers, Except Gambling",gemini,0.85
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF ARTS ANTHROPOLOGY AND SOCIOLOGY,bachelor-of-arts-anthropology-and-sociology,Educational Consultant,25-9031.00,Instructional Coordinators,gemini,0.9
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF ARTS ANTHROPOLOGY AND SOCIOLOGY,bachelor-of-arts-anthropology-and-sociology,Entrepreneur in Creative Industries,11-1021.00,General and Operations Managers,gemini,0.65
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF ARTS ANTHROPOLOGY AND SOCIOLOGY,bachelor-of-arts-anthropology-and-sociology,Language Specialist/Translator,27-3091.00,Interpreters and Translators,curated,
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF ARTS ANTHROPOLOGY AND SOCIOLOGY,bachelor-of-arts-anthropology-and-sociology,Organizational Consultant,19-3032.00,Industrial-Organizational Psychologists,curated,
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF ARTS ANTHROPOLOGY AND SOCIOLOGY,bachelor-of-arts-anthropology-and-sociology,Policy Analyst,19-3094.00,Political Scientists,gemini,0.85
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF ARTS ANTHROPOLOGY AND SOCIOLOGY,bachelor-of-arts-anthropology-and-sociology,Public Relations Specialist,27-3031.00,Public Relations Specialists,curated,
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF ARTS ANTHROPOLOGY AND SOCIOLOGY,bachelor-of-arts-anthropology-and-sociology,Social Researcher,19-3099.00,"Social Scientists and Related Workers, All Other",gemini,0.85
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF ARTS ANTHROPOLOGY AND SOCIOLOGY,bachelor-of-arts-anthropology-and-sociology,Sociologist/Anthropologist,19-3041.00,Sociologists,curated,
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF ARTS ANTHROPOLOGY AND SOCIOLOGY,bachelor-of-arts-anthropology-and-sociology,Tourism Consultant,13-1111.00,Management Analysts,gemini,0.75
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF GEOGRAPHY,bachelor-of-geography,Climatologist,19-2021.00,Atmospheric and Space Scientists,gemini,0.95
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF GEOGRAPHY,bachelor-of-geography,Community Development Specialist,21-1099.00,"Community and Social Service Specialists, All Other",gemini,0.85
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF GEOGRAPHY,bachelor-of-geography,Data Analyst,19-3022.00,Survey Researchers,curated,
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF GEOGRAPHY,bachelor-of-geography,Demographer,15-2041.00,Statisticians,gemini,0.85
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF GEOGRAPHY,bachelor-of-geography,Economic Geographer,19-3092.00,Geographers,gemini,0.95
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF GEOGRAPHY,bachelor-of-geography,Environmental Consultant,19-2041.00,"Environmental Scientists and Specialists, Including Health",gemini,0.9
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF GEOGRAPHY,bachelor-of-geography,Environmental Scientist,19-2041.00,"Environmental Scientists and Specialists, Including Health",curated,
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF GEOGRAPHY,bachelor-of-geography,Geographic Information Systems (GIS) Specialist,15-1299.02,Geographic Information Systems Technologists and Technicians,gemini,0.95
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF GEOGRAPHY,bachelor-of-geography,Policy Advisor,19-3094.00,Political Scientists,gemini,0.8
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF GEOGRAPHY,bachelor-of-geography,Remote Sensing Analyst,19-2099.01,Remote Sensing Scientists and Technologists,curated,
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF GEOGRAPHY,bachelor-of-geography,Research Analyst,13-2099.01,Financial Quantitative Analysts,curated,
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF GEOGRAPHY,bachelor-of-geography,Spatial Analyst,15-1299.02,Geographic Information Systems Technologists and Technicians,gemini,0.9
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF GEOGRAPHY,bachelor-of-geography,Sustainability Consultant,13-1199.05,Sustainability Specialists,curated,
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF GEOGRAPHY,bachelor-of-geography,Urban Planner,19-3051.00,Urban and Regional Planners,gemini,0.98
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF ENVIRONMENTAL STUDIES,bachelor-of-environmental-studies,Environmental Consultant,19-2041.00,"Environmental Scientists and Specialists, Including Health",gemini,0.9
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF ENVIRONMENTAL STUDIES,bachelor-of-environmental-studies,Sustainability Officer,13-1199.05,Sustainability Specialists,gemini,0.9
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF ENVIRONMENTAL STUDIES,bachelor-of-environmental-studies,Environmental Educator,19-1031.03,Park Naturalists,curated,
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF ENVIRONMENTAL STUDIES,bachelor-of-environmental-studies,Conservation Scientist,19-1031.00,Conservation Scientists,curated,
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF ENVIRONMENTAL STUDIES,bachelor-of-environmental-studies,Environmental Policy Analyst,19-2041.01,Climate Change Policy Analysts,curated,
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF ENVIRONMENTAL STUDIES,bachelor-of-environmental-studies,Wildlife Conservationist,19-1031.00,Conservation Scientists,gemini,0.9
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF ENVIRONMENTAL STUDIES,bachelor-of-environmental-studies,Environmental Health and Safety Officer,19-5011.00,Occupational Health and Safety Specialists,gemini,0.9
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF ENVIRONMENTAL STUDIES,bachelor-of-environmental-studies,Climate Change Analyst,19-2041.01,Climate Change Policy Analysts,gemini,0.95
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF ENVIRONMENTAL STUDIES,bachelor-of-environmental-studies,Renewable Energy Consultant,13-1199.05,Sustainability Specialists,gemini,0.8
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF ENVIRONMENTAL STUDIES,bachelor-of-environmental-studies,Environmental Researcher,19-2041.00,"Environmental Scientists and Specialists, Including Health",gemini,0.9
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF ENVIRONMENTAL STUDIES,bachelor-of-environmental-studies,Waste Management Officer,19-2041.00,"Environmental Scientists and Specialists, Including Health",gemini,0.8
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF ENVIRONMENTAL STUDIES,bachelor-of-environmental-studies,Ecotourism Planner,19-3051.00,Urban and Regional Planners,gemini,0.85
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF ENVIRONMENTAL STUDIES,bachelor-of-environmental-studies,Environmental Compliance Officer,13-1041.01,Environmental Compliance Inspectors,gemini,0.95
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF ENVIRONMENTAL STUDIES,bachelor-of-environmental-studies,Natural Resource Manager,19-1031.02,Range Managers,curated,
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF ENVIRONMENTAL STUDIES,bachelor-of-environmental-studies,Urban Sustainability Planner,19-3051.00,Urban and Regional Planners,gemini,0.9
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF ENVIRONMENTAL STUDIES,bachelor-of-environmental-studies,Green Building Specialist,13-1199.05,Sustainability Specialists,gemini,0.85
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF ENVIRONMENTAL STUDIES,bachelor-of-environmental-studies,Environmental Outreach Coordinator,13-1199.05,Sustainability Specialists,gemini,0.8
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF ENVIRONMENTAL STUDIES,bachelor-of-environmental-studies,Forest and Land Use Planner,19-3051.00,Urban and Regional Planners,gemini,0.85
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF ENVIRONMENTAL STUDIES,bachelor-of-environmental-studies,Water Resource Specialist,11-9121.02,Water Resource Specialists,curated,
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF ENVIRONMENTAL STUDIES,bachelor-of-environmental-studies,Environmental Impact Assessment Officer,19-2041.00,"Environmental Scientists and Specialists, Including Health",gemini,0.85
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF ARTS INTERNATIONAL AND STRATEGIC STUDIES,bachelor-of-arts-international-and-strategic-studies,Academic Researcher in International Studies,19-3094.00,Political Scientists,gemini,0.8
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF ARTS INTERNATIONAL AND STRATEGIC STUDIES,bachelor-of-arts-international-and-strategic-studies,Diplomat,,,unmapped,0.85
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF ARTS INTERNATIONAL AND STRATEGIC STUDIES,bachelor-of-arts-international-and-strategic-studies,Foreign Affairs Specialist,19-3094.00,Political Scientists,gemini,0.85
